69;"Haute Normandie"
69;"Languedoc-Roussillon"
69;"Martinique"
69;"Rhone-Alpes"
87;"Ouest"
91;"Sudhurland"
99;"Basilicata"
99;"Campania"
99;"Friuli-Venezia Giulia"
99;"Molise"
99;"Piemonte"
99;"Valle d'Aosta"
106;"광주 (Gwangju)"
106;"대전 (Daejeon)"
106;"충청북도 (Chungcheongbuk-do)"
111;"Liban-Nord"
121;"Pahang"
121;"Sabah"
121;"Sarawak"
121;"Wilayah persekutuan Labuan"
129;"Mayotte"
131;"Micronesia"
145;"Coromandel"
145;"Dunedin"
145;"Hawke's Bay"
145;"Horowhenua"
145;"Taranaki"
145;"Taupo/Ruapehu"
145;"Wairarapa"
145;"Wanganui-Manawatu"
145;"Westcoast"
146;"Carazo"
146;"Chontales"
146;"Leon"
159;"Alto Parana"
159;"Asuncion"
159;"Caaguazu"
159;"Canindeyu"
159;"Paraguari"
159;"San Pedro"
161;"Davao del Norte"
161;"Ilocos Norte"
161;"Iloilo"
161;"Laguna"
161;"Mindoro Oriental"
161;"Misamis Oriental"
161;"National Capital Region (Manila)"
161;"Palawan"
161;"Pampanga"
180;"Serbia"
185;"Podravska"
185;"Pomurska"
5;"Andorra la Vella"
5;"Escaldes-Engordany"
9;"Buenos Aires"
9;"Capital Federal"
9;"Formosa"
9;"Neuquen"
9;"San Juan"
9;"Tucuman"
12;"Australian Capital Territory"
12;"Northern Territory"
12;"Western Australia"
15;"Inagua Islands"
18;"Saint Michael"
19;"Minskaya"
21;"Cayo"
22;"Atakora"
33;"Battambang"
33;"Kampong Speu"
33;"Svay Rieng"
33;"Takeo"
34;"Centre"
34;"Sud-Ouest"
35;"Alberta"
35;"Manitoba"
43;"Cocos (Keeling) Islands"
49;"Istarska"
49;"Pozesko-Slavonska"
49;"Varazdinska"
49;"Zagreb"
59;"Ad Daqahliyah"
59;"Al Qahirah"
59;"Sinai Desert"
60;"Chalatenango"
60;"Cuscatlan"
60;"La Libertad"
60;"La Paz"
60;"San Miguel"
60;"Usulutan"
61;"Buckinghamshire"
61;"Cleveland"
61;"Hertfordshire"
61;"Isle of Man"
61;"Lancashire"
61;"Leicestershire"
61;"Lincolnshire"
61;"North Yorkshire"
61;"Northamptonshire"
61;"Oxfordshire"
61;"Suffolk"
61;"West Midlands"
61;"West Sussex"
61;"Worcestershire"
74;"T'bilisi"
78;"Ahaia"
78;"Argolis"
78;"Attiki"
78;"Dodekanisos"
78;"Hania"
78;"Larisa"
78;"Lesvos"
78;"Trikala"
78;"Voiotia"
82;"Guam"
92;"Chandigarh"
92;"Chhattisgarh"
92;"Delhi"
92;"Himachal Pradesh"
92;"Orissa"
92;"Punjab"
92;"Rajasthan"
93;"Bali"
93;"Jakarta Raya"
93;"Nusa Tenggara Barat - West Nusa Tenggara"
93;"Sulawesi Utara - North Sulawesi"
93;"Sumatera Barat - West Sumatra"
104;"Rift Valley"
104;"Western"
113;"Bong"
135;"Montserrat"
141;"Kosi"
148;"Edo"
148;"Rivers"
150;"Norfolk Island"
151;"Down"
151;"Tyrone"
158;"Madang"
158;"Western Highlands"
164;"Azores"
164;"Coimbra"
164;"Faro"
164;"Madeira"
164;"Porto"
175;"San Marino"
177;"Ar Riyad"
177;"Makkah"
179;"Louga"
188;"Gauteng"
188;"KwaZulu-Natal"
188;"Mpumalanga"
196;"Svalbard And Jan Mayen Islands"
216;"Ajman"
216;"Dubai"
217;"Alabama"
217;"Missouri"
217;"New Hampshire"
217;"Oregon"
217;"Pennsylvania"
217;"Rhode Island"
217;"Texas"
217;"Vermont"
217;"Virginia"
217;"Washington"
217;"Wyoming"
219;"Khorezm"
219;"Tashkent"
9;"Catamarca"
9;"Chaco"
9;"Cordoba"
9;"Corrientes"
9;"La Pampa"
12;"Tasmania"
15;"Acklins Island"
15;"Eleuthera"
16;"Al Manamah"
16;"Ash Shamaliyah"
18;"Saint Peter"
33;"Pursat"
33;"Stung Treng"
35;"British Columbia"
35;"Newfoundland"
35;"Northwest Territories"
35;"Nunavut"
35;"Quebec"
35;"Saskatchewan"
35;"Yukon Territory"
49;"Krapinsko-Zagorska"
49;"Primorsko-Goranska"
49;"Sisacko-Moslavacka"
60;"Ahuachapan"
61;"Bristol"
61;"Devon"
61;"Durham"
61;"Hampshire"
61;"Herefordshire"
61;"Kent"
61;"Merseyside"
61;"Norfolk"
61;"Nottinghamshire"
61;"Rutland"
61;"Staffordshire"
61;"Tyne and Wear"
61;"Yorkshire"
78;"Kerkira"
78;"Kiklades"
78;"Korinthia"
78;"Messinia"
78;"Samos"
92;"Andhra Pradesh"
92;"Madhya Pradesh"
93;"Jawa Barat - West Java"
93;"Kalimantan Timur - East Kalimantan"
93;"Sumatera Selatan - South Sumatra"
104;"Central"
104;"Eastern"
109;"Viangchan"
110;"Cesu"
110;"Liepajas"
110;"Ventspils"
113;"Montserrado"
117;"Luxembourg"
119;"Antananarivo"
139;"Oshikoto"
141;"Bagmati"
144;"New Caledonia"
148;"Delta"
148;"Kaduna"
148;"Lagos"
151;"Antrim"
151;"Londonderry"
158;"Morobe"
164;"Aveiro"
164;"evora"
164;"Guarda"
164;"Lisboa"
164;"Portalegre"
2;"Tiranes"
25;"Chuquisaca"
25;"Oruro"
25;"Pando"
25;"Tarija"
29;"Tutong"
40;"Bio-Bio"
40;"Maule"
44;"Antioquia"
44;"Atlantico"
44;"Caldas"
44;"Magdalena"
44;"Risaralda"
45;"Comoros"
46;"Kouilou"
51;"Famagusta"
53;"Nordjylland"
53;"Syddanmark"
76;"Central"
76;"Eastern"
76;"Northern"
79;"Nuuk"
84;"Conakry"
85;"Guinea-Bissau"
86;"East Berbice-Corentyne"
86;"Essequibo Islands-West Demerara"
86;"Mahaica-Berbice"
90;"Csongrad"
90;"Heves"
90;"Zala"
94;"Esfahan"
94;"Fars"
95;"Baghdad"
100;"Kingston"
100;"Saint Thomas"
101;"千葉県"
101;"宮崎県"
101;"富山県"
101;"岐阜県"
101;"島根県"
101;"徳島県"
101;"愛媛県"
101;"新潟県"
101;"神奈川県"
101;"福島県"
101;"秋田県"
101;"青森県"
101;"高知県"
101;"鳥取県"
101;"鹿児島県"
130;"Coahuila"
130;"Hidalgo"
130;"Mexico"
130;"Nayarit"
130;"Nuevo Leon"
133;"Monaco"
134;"Dornod"
134;"Hentiy"
134;"Orhon"
136;"Casablanca"
136;"Sous-Massa-Draa"
137;"Nampula"
153;"Oppland"
153;"Oslo"
153;"Østfold"
153;"Rogaland"
153;"Telemark"
153;"Vestfold"
157;"Colon"
157;"Herrera"
160;"Amazonas"
160;"Ancash"
160;"Apurimac"
160;"Ayacucho"
160;"Huancavelica"
160;"Huanuco"
160;"Lambayeque"
160;"Tumbes"
160;"Ucayali"
163;"Podkarpackie"
165;"Aguadilla"
165;"Aguas Buenas"
165;"Camuy"
165;"Catano"
165;"Ceiba"
165;"Dorado"
165;"Florida"
165;"Guayama"
165;"Loiza"
165;"Manati"
165;"Maricao"
165;"Mayaguez"
165;"Morovis"
165;"Naguabo"
165;"Quebradillas"
165;"Toa Alta"
165;"Utuado"
165;"Vega Alta"
165;"Villalba"
178;"Angus"
178;"Argyll and Bute"
178;"City of Edinburgh"
178;"Clackmannanshire"
178;"Isle of Skye"
178;"Lothian"
178;"South Ayrshire"
184;"Banskobystricky"
184;"Kosicky"
184;"Nitriansky"
184;"Presovsky"
184;"Trenciansky"
184;"Trnavsky"
184;"Zilinsky"
203;"Arusha"
203;"Pemba"
204;"Chonburi"
204;"Nakhon Ratchasima"
204;"Nonthanburi"
204;"Suratthani"
204;"Trat"
204;"Udon Thani"
208;"Arima"
208;"Port-of-Spain"
208;"San Fernando"
208;"Tobago"
210;"Balikesir"
210;"Bursa"
210;"Diyarbakir"
210;"Kocaeli"
210;"Manisa"
215;"Dnipropetrovsk"
215;"Luhansk"
215;"Mykolayiv"
215;"Odesa"
215;"Vinnytsya"
25;"Potosi"
40;"Aisen"
40;"Atacama"
40;"Tarapaca"
44;"Amazonas"
44;"Casanare"
44;"Cauca"
44;"Cesar"
44;"Meta"
44;"Norte de Santander"
46;"Brazzaville"
51;"Kyrenia"
51;"Larnaca"
51;"Limassol"
51;"Nicosia"
76;"Ashanti"
86;"Upper Demerara-Berbice"
90;"Bacs-Kiskun"
90;"Baranya"
90;"Budapest"
90;"Fejer"
90;"Hajdu-Bihar"
90;"Jasz-Nagkyun-Szolnok"
90;"Komarom-Esztergom"
90;"Vas"
94;"Azarbayjan-e Gharbi"
100;"Clarendon"
100;"Saint Andrew"
100;"Saint Catherine"
100;"Saint James"
100;"Saint Mary"
101;"京都府"
101;"山形県"
101;"山梨県"
101;"愛知県"
101;"東京都"
101;"滋賀県"
101;"長崎県"
101;"長野県"
101;"香川県"
108;"Ysyk-Kol (Karakol)"
115;"Balzers"
115;"Planken"
115;"Schellenberg"
123;"Mopti"
130;"Aguascalientes"
130;"Baja California"
130;"Baja California Sur"
130;"Chihuahua"
130;"Distrito Federal"
130;"Durango"
130;"Oaxaca"
130;"Puebla"
130;"San Luis Potosi"
130;"Sinaloa"
130;"Sonora"
130;"Tabasco"
130;"Tamaulipas"
130;"Yucatan"
130;"Zacatecas"
134;"Arhangay"
134;"Bulgan"
134;"Hovd"
134;"Selenge"
134;"Ulaanbaatar"
136;"Marrakech-Tensift-El Haouz"
136;"Oriental"
153;"Akershus"
153;"Aust-Adger"
13;"Wien"
20;"Brabant Wallon"
20;"Hainaut - Henegouwen"
30;"Burgas"
30;"Plovdiv"
30;"Razgrad"
30;"Stara Zagora"
41;"云南省 (Yunnan)"
41;"北京市 (Beijing)"
41;"吉林省 (Jilin)"
41;"山东省 (Shandong)"
41;"河北省 (Hebei)"
41;"甘肃省 (Gansu)"
41;"青海省 (Qinghai)"
50;"Ciudad de La Habana"
50;"La Habana"
52;"Liberecký Kraj"
52;"Olomoucký Kraj"
52;"Středoceský Kraj"
56;"Azua"
56;"Bahoruco"
56;"Duarte"
56;"Salcedo"
58;"Azuay"
58;"Orellana"
58;"Tungurahua"
63;"Laane-Viru"
63;"Tartu"
75;"Bayern"
75;"Berlin"
75;"Niedersachsen"
75;"Nordrhein-Westfalen"
83;"El Progreso"
83;"Guatemala"
83;"Sacatepequez"
88;"Atlantida"
88;"Copan"
88;"Cortes"
88;"El Paraiso"
88;"Francisco Morazan"
88;"Islas de la Bahia"
88;"Lempira"
88;"Ocotepeque"
96;"Cavan"
96;"Kildare"
96;"Offaly"
102;"Al Balqa'"
102;"Amman"
103;"Almaty"
116;"Vilniaus"
118;"Ohrid"
118;"Tetovo"
142;"Gelderland"
142;"Groningen"
142;"Noord-Holland"
142;"Utrecht"
147;"Niger"
168;"Bacau"
168;"Hunedoara"
168;"Mures"
168;"Satu Mare"
168;"Sibiu"
168;"Tulcea"
168;"Vaslui"
169;"Buryatia (Ulan-Ude)"
169;"Dagestan (Makhachkala)"
169;"Jewish (Yevreyskaya) A.O. (Birobidzhan)"
169;"Komi-Permyak (Kudymkar)"
169;"Krasnoiarsk Krai (Krasnoyarsk)"
169;"Magadan Oblast (Magadan)"
169;"Moscow City"
169;"Nizhny Novgorod Oblast (Nizhny Novgorod)"
169;"Perm Oblast (Perm)"
172;"Castries"
198;"Gotlands län"
198;"Halland län"
198;"Kronobergs län"
198;"orebro län"
198;"Uppsala län"
198;"Västernorrlands län"
198;"Västra Gotalands län"
200;"Al Ladhiqiyah"
218;"Durazno"
218;"Florida"
218;"Maldonado"
218;"Paysandu"
218;"Rivera"
218;"Tacuarembo"
218;"Treinta y Tres"
13;"Kärnten"
17;"Dhaka"
17;"Khulna"
41;"内蒙古自治区 (Neimenggu)"
41;"山西省(Shanxi)"
41;"新疆维吾尔自治区 (Xinjiang Uygur)"
41;"湖南省 (Hunan)"
41;"香港 (Hong Kong)"
50;"Ciego de Avila"
52;"Jihomoravský Kraj"
52;"Karlovarský Kraj"
52;"Moravskoslezský Kraj"
52;"Plzeňský Kraj"
56;"Dajabon"
56;"Distrito Nacional"
56;"Independencia"
56;"La Altagracia"
56;"Maria Trinidad Sanchez"
56;"Pedernales"
56;"San Cristobal"
56;"Sanchez Ramirez"
56;"Santiago"
56;"Santiago Rodriguez"
58;"Canar"
58;"Chimborazo"
58;"Cotopaxi"
58;"Esmeraldas"
58;"Galapagos"
58;"Guayas"
58;"Imbabura"
58;"Manabi"
58;"Pastaza"
58;"Sucumbios"
63;"Saare"
73;"Brikama"
75;"Hessen"
75;"Rheinland-Pfalz"
75;"Sachsen-Anhalt"
75;"Schleswig-Holstein"
83;"Alta Verapaz"
83;"Chimaltenango"
83;"Huehuetenango"
83;"Izabal"
83;"Jutiapa"
83;"Quetzaltenango"
83;"San Marcos"
83;"Suchitepequez"
88;"Colon"
88;"Gracias a Dios"
88;"La Paz"
88;"Olancho"
88;"Valle"
96;"Carlow"
96;"Cork"
96;"Dublin"
96;"Galway"
96;"Longford"
96;"Meath"
96;"Monaghan"
96;"Waterford"
96;"Wicklow"
98;"Haifa - Hefa"
98;"Jerusalem"
98;"Tel Aviv"
103;"Shyghys Kazakstan (Oskemen)"
116;"Kauno"
118;"Skopje"
122;"Maale"
142;"Flevoland"
142;"Friesland"
142;"Noord-Brabant"
152;"Saipan"
168;"Bucuresti"
168;"Buzau"
168;"Constanta"
168;"Maramures"
169;"Amur Oblast (Blagoveshchensk)"
169;"Arkhangelsk Oblast (Arkhangelsk)"
169;"Chelyabinsk Oblast (Chelyabinsk)"
169;"Chuvashia (Cheboksary)"
169;"Kaliningrad Oblast (Kaliningrad)"
169;"Karelia (Petrozavodsk)"
169;"Kemerovo"
169;"Krasnodar Krai (Krasnodar)"
169;"Omsk Oblast (Omsk)"
169;"Sakhalin Oblast (Yuzhno-Sakhalinsk)"
169;"Samara Oblast (Samara)"
169;"Saratov Oblast (Saratov)"
169;"Smolensk Oblast (Smolensk)"
169;"St. Petersburg"
169;"Stavropol Krai (Stavropol)"
169;"Yaroslavl Oblast (Yaroslavl)"
173;"Saint George"
198;"Blekinge län"
198;"Dalarnas län"
198;"Gävleborgs län"
198;"Jämtlands län"
198;"Stockholms län"
198;"Värmlands län"
200;"Hims"
218;"Canelones"
218;"Cerro Largo"
218;"Salto"
218;"San Jose"
4;"Eastern"
13;"Niederosterreich"
13;"Oberosterreich"
13;"Salzburg"
13;"Steiermark"
13;"Tirol"
13;"Vorarlberg"
14;"Abseron"
17;"Chittagong"
17;"Rajshahi"
20;"Oost Vlaanderen - Flandre Orientale"
20;"West Vlaanderen - Flandre Occidentale"
24;"Bhutan"
26;"Beni"
30;"Grad Sofiya"
41;"天津市 (Tianjin)"
41;"安徽省 (Anhui)"
41;"广东省 (Guangdong)"
41;"江苏省 (Jiangsu)"
41;"江西省 (Jiangxi)"
41;"河南省 (Henan)"
41;"湖北省 (Hubei)"
41;"福建省 (Fujian)"
41;"辽宁省 (Liaoning)"
41;"陕西省 (Shanxi)"
50;"Cienfuegos"
50;"Granma"
50;"Guantanamo"
50;"Holguin"
50;"Sancti Spiritus"
50;"Santiago de Cuba"
52;"Hlavni Mesto Praha"
52;"JihoCeský Kraj"
52;"Kralovehradecký Kraj"
52;"ustecký Kraj"
52;"Zlinský Kraj"
56;"Barahona"
56;"El Seibo"
56;"Espaillat"
56;"La Romana"
56;"Monte Cristi"
56;"Monte Plata"
56;"San Jose De Ocoa"
56;"San Juan"
56;"San Pedro de Macoris"
58;"Bolivar"
58;"Loja"
58;"Morona-Santiago"
58;"Napo"
58;"Pichincha"
63;"Jogeva"
75;"Brandenburg"
75;"Hamburg"
75;"Thuringen"
77;"Gibraltar"
81;"Guadeloupe"
83;"Chiquimula"
83;"Jalapa"
83;"Quiche"
83;"Totonicapan"
88;"Comayagua"
88;"Yoro"
96;"Clare"
96;"Donegal"
96;"Laois"
96;"Leitrim"
96;"Limerick"
96;"Roscommon"
96;"Tipperary"
98;"Hadaron (Southern Dsitrict)"
98;"Hamerkaz (Central district)"
98;"Hazafon (Northern District)"
102;"Al Karak"
103;"Pavlodar"
103;"Soltustik Kazakstan (Petropavlovsk)"
103;"Zhambyl (Taraz)"
114;"Tarabulus"
120;"Blantyre"
142;"Drenthe"
142;"Overijssel"
142;"Zuid-Holland"
168;"Arad"
168;"Arges"
168;"Brasov"
168;"Cluj"
168;"Galati"
168;"Harghita"
168;"Iasi"
168;"Prahova"
169;"Irkutsk Oblast (Irkutsk)"
169;"Ivanovo Oblast (Ivanovo)"
169;"Kamchatka (Petropavlovsk-Kamchatsky)"
169;"Khabarovsk Krai (Khabarovsk)"
169;"Khanti-Mansiiski A.O. (Khanty-Mansiysk)"
169;"Leningrad Oblast"
169;"Moscow Oblast"
169;"Novosibirsk Oblast (Novosibirsk)"
169;"Sakha (Yakutsk)"
169;"Sverdlovsk Oblast (Yekaterinburg)"
169;"Taimirski A.O. (Dudinka)"
169;"Tver Oblast (Tver)"
169;"Udmurtia (Izhevsk)"
169;"Volgograd Oblast (Volgograd)"
193;"Saint Pierre and Miquelon"
198;"Jonkopings län"
198;"Kalmar län"
198;"Norrbottens län"
198;"ostergotlands län"
207;"Tonga"
218;"Artigas"
218;"Colonia"
218;"Lavalleja"
218;"Rio Negro"
218;"Rocha"
13;"Burgenland"
20;"Antwerpen - Anvers"
20;"Bruxelles - Brussel"
20;"Liège - Luik"
20;"Limburg - Limbourg"
20;"Luxembourg - Luxemburg"
20;"Namur - Namen"
20;"Vlaams Brabant - Brabant Flamand"
30;"Lovech"
30;"Varna"
38;"Lobaye"
41;"上海市 (Shanghai)"
41;"四川省 (Sichuan)"
41;"宁夏回族自治区 (Ningxia Hui)"
41;"广西壮族自治区 (Guangxi Zhuang)"
41;"浙江省 (Zhejiang)"
41;"海南省 (Hainan)"
41;"澳门 (Macao)"
41;"臺灣 (Taiwan)"
41;"西藏自治区 (Sitsang/Xizang)"
41;"贵州省 (Guizhou)"
41;"重庆市 (Chongqing)"
41;"黑龙江省 (Heilongjiang)"
47;"Rarotonga"
50;"Camaguey"
50;"Las Tunas"
50;"Matanzas"
50;"Pinar del Rio"
185;"Zasavska"
190;"Albacete"
190;"Asturias"
190;"avila"
190;"Gerona"
190;"Guipuzcoa"
190;"La Coruna"
190;"Las Palmas"
190;"Leon"
190;"Lugo"
190;"Melilla"
190;"Salamanca"
190;"Sevilla"
190;"Soria"
190;"Valencia"
192;"Saint Helena"
199;"Appenzell Innerrhoden – Appenzell Rh.(Int.)"
199;"Bern - Berne"
199;"Freiburg - Fribourg"
199;"Neuenburg - Neuchatel"
199;"Tessin - Tessin"
199;"Thurgau - Thurgovie"
199;"Zurich - Zurich"
201;"南投(Nantou)"
201;"台北 (Taipei)"
201;"基隆 (Keelung)"
201;"宜蘭 (Yilan)"
201;"屏東 (Pingtung)"
201;"高雄 (Kaohsiung)"
206;"Tokelau"
209;"Medenine (Madanin)"
209;"Monastir (Al Munastir)"
209;"Sousse (Susah)"
221;"Anzoategui"
221;"Apure"
221;"Aragua"
221;"Carabobo"
221;"Merida"
221;"Trujillo"
225;"Cardiff"
225;"Carmarthenshire"
225;"Conwy"
225;"Merthyr Tydfil"
225;"Monmouthshire"
225;"Powys"
225;"Rhondda Cynon Taff"
225;"S. Glamorgan"
225;"Torfaen"
225;"West Glamorgan"
227;"Western Sahara"
229;"Copperbelt"
230;"Matabeleland North"
6;"Benguela"
6;"Huila"
6;"Luanda"
6;"Uige"
11;"Aruba"
28;"Alagoas"
28;"Amapa"
28;"Mato Grosso"
28;"Paraiba"
28;"Parana"
28;"Piaui"
28;"Tocantins"
65;"Falkland Islands (Islas Malvinas)"
66;"Faroe Islands"
68;"Lappi"
68;"Pirkanmaa"
68;"Pohjois-Pohjanmaa"
68;"Varsinais-Suomi"
69;"Auvergne"
69;"Basse Normandie"
69;"Corse"
69;"La Reunion"
69;"Limousin"
69;"Nouvelle Caledonie"
69;"Pays de la Loire"
69;"Picardie"
70;"Cayenne"
91;"Nordhurland Vestra"
91;"Sudhurnes"
99;"Abruzzo"
99;"Liguria"
99;"Marche"
99;"Sardegna"
99;"Umbria"
99;"Veneto"
105;"Kiribati"
106;"경상북도 (Gyeongsangbuk-do)"
106;"대구 (Daegu)"
106;"부산 (Busan)"
106;"전라남도 (Jeollanam-do)"
106;"충청남도 (Chungchong-namdo)"
111;"Beyrouth"
121;"Johor"
121;"Kelantan"
121;"Perak"
121;"Perlis"
132;"Transnistria"
140;"Nauru"
145;"Canterbury"
145;"Chatham islands"
145;"Christchurch"
145;"Eastland"
145;"Mt Cook"
145;"Northland"
145;"Southland"
145;"Waikato"
146;"Atlantico Norte"
146;"Jinotega"
146;"Matagalpa"
155;"Islamabad Capital Territory"
155;"N.W.F.P (Surhad)"
155;"Sindh"
159;"Central"
159;"Guaira"
159;"Misiones"
161;"Albay"
161;"Batangas"
161;"Cagayan"
161;"Cavite"
161;"La Union"
161;"Negros Oriental"
161;"South Cotabato"
182;"Western"
187;"Gedo"
190;"Alicante"
190;"Badajoz"
190;"Caceres"
190;"Cadiz"
190;"Cantabria"
190;"Ceuta"
190;"Granada"
190;"Huelva"
190;"Lerida"
190;"Navarra"
190;"Ourense"
190;"Palencia"
190;"Santa Cruz de Tenerife"
190;"Segovia"
199;"Appenzell Ausserrhoden – Appenzell Rh.(Ext.)"
199;"Basel-Landschaft - Bale-Campagne"
199;"Genf - Genève"
199;"Glarus - Glaris"
199;"Graubunden - Grisons"
199;"Jura - Jura"
199;"Sankt Gallen - Saint-Gall"
199;"Schaffhausen - Schaffhouse"
201;"臺中 (Taichung)"
201;"臺東 (Taitung)"
205;"Maritime"
209;"Tunis"
220;"Vanuatu"
221;"Dependencias Federales"
221;"Distrito Federal"
221;"Guarico"
221;"Sucre"
221;"Vargas"
225;"Caerphilly"
225;"Denbighshire"
225;"Dyfed"
225;"Gwent"
225;"Gwynedd"
225;"Isle of Anglesey"
225;"Mid Glamorgan"
225;"Newport"
225;"Wrexham"
230;"Harare"
3;"Mascara"
3;"Oran"
10;"Lorri"
28;"Distrito Federal"
28;"Para"
28;"Rio de Janeiro"
28;"Rio Grande do Sul"
28;"Rondonia"
28;"Sao Paulo"
48;"Guanacaste"
48;"Puntarenas"
55;"Saint George"
68;"Häme"
68;"Itä-Uusimaa"
153;"Hordaland"
153;"Møre og Romsdal"
153;"Nordland"
157;"Chiriqui"
157;"Darien"
157;"Los Santos"
157;"Panama"
157;"Veraguas"
160;"Cajamarca"
160;"Loreto"
160;"Madre de Dios"
160;"Piura"
160;"Puno"
160;"San Martin"
160;"Tacna"
163;"Malopolskie"
163;"Slaskie"
165;"Adjuntas"
165;"Aguada"
165;"Bayamon"
165;"Canovanas"
165;"Ciales"
165;"Comerio"
165;"Culebra"
165;"Guanica"
165;"Hatillo"
165;"Jayuya"
165;"Lajas"
165;"Las Marias"
165;"Luquillo"
165;"Rincon"
165;"San Juan"
165;"San Sebastian"
176;"Sao Tome"
178;"Dumfries and Galloway"
178;"Perth and Kinross"
178;"Stirling"
178;"West Dunbartonshire"
178;"West Lothian"
181;"Seychelles"
184;"Bratislavsky"
203;"Shinyanga"
203;"Tanga"
204;"Bangkok"
204;"Phetchaburi"
204;"Phitsanulok"
204;"Rayong"
208;"Saint Patrick"
210;"Antalya"
210;"Eskisehir"
214;"Central"
214;"Eastern"
215;"Donetsk"
215;"Kyvivs'ka"
215;"Kyyiv"
215;"Zakarpats'ka"
228;"Ibb"
25;"La Paz"
25;"Santa Cruz"
40;"Antofagasta"
40;"Araucania"
40;"los Lagos"
40;"Valparaiso"
44;"Arauca"
44;"Bolivar"
44;"Boyaca"
44;"Caqueta"
44;"Choco"
44;"Distrito Capital"
44;"La Guajira"
44;"Narino"
44;"San Andres y Providencia"
44;"Santander"
44;"Tolima"
51;"Paphos"
53;"Hovedstaden"
53;"Sjælland"
76;"Upper East"
90;"Tolna"
94;"Hormozgan"
94;"Khorasan"
94;"Markazi"
94;"Semnan"
100;"Saint Ann"
100;"Westmoreland"
101;"佐賀県"
101;"兵庫県"
101;"大分県"
101;"奈良県."
101;"宮城県"
101;"山口県"
101;"岡山県"
101;"岩手県"
101;"広島県"
101;"栃木県"
101;"沖縄県"
101;"福岡県"
101;"群馬県"
101;"茨城県"
108;"Bishkek Shaary"
115;"Triesen"
128;"Port Louis"
130;"Campeche"
130;"Colima"
130;"Guanajuato"
130;"Jalisco"
130;"Michoacan"
130;"Quintana Roo"
134;"Hovsgol"
134;"Uvs"
136;"Fes-Boulmane"
136;"Laayoune-Boujdour-Sakia El Hamra"
136;"Tangier-Tetouan"
153;"Sør-Trøndelag"
153;"Troms"
157;"Bocas del Toro"
157;"Cocle"
160;"Callao"
160;"Cusco"
160;"La Libertad"
160;"Lima"
160;"Moquegua"
160;"Pasco"
163;"Dolnoslaskie"
163;"Kujawsko-Pomorskie"
163;"Mazowieckie"
